"","BioProject","country2","eth","region","depth"
"JD-44","PRJNA631204","malaysia","chinese","segamat",60705
"JD-45","PRJNA631204","malaysia","chinese","segamat",39019
"JD-46","PRJNA631204","malaysia","indian","segamat",60175
"JD-47","PRJNA631204","malaysia","indian","segamat",51656
"JD-48","PRJNA631204","malaysia","indian","segamat",39892
"JD-49","PRJNA631204","malaysia","indian","segamat",45527
"JD-50","PRJNA631204","malaysia","indian","segamat",35917
"JD-56","PRJNA631204","malaysia","indian","segamat",69036
"JD-57","PRJNA631204","malaysia","indian","segamat",39707
"JD-58","PRJNA631204","malaysia","indian","segamat",37403
"JD-60","PRJNA631204","malaysia","chinese","segamat",71561
"JD-61","PRJNA631204","malaysia","chinese","segamat",58368
"JD-62","PRJNA631204","malaysia","chinese","segamat",62777
"JD-65","PRJNA631204","malaysia","indian","segamat",77066
"JD-66","PRJNA631204","malaysia","indian","segamat",81333
"JD-69","PRJNA631204","malaysia","indian","segamat",86339
"JD-70","PRJNA631204","malaysia","indian","segamat",97687
"JD-71","PRJNA631204","malaysia","indian","segamat",58235
"JD-72","PRJNA631204","malaysia","indian","segamat",60554
"JD-73","PRJNA631204","malaysia","indian","segamat",86823
"JD-74","PRJNA631204","malaysia","indian","segamat",93298
"JD-75","PRJNA631204","malaysia","indian","segamat",111403
"JD-76","PRJNA631204","malaysia","malay","segamat",117885
"JD-77","PRJNA631204","malaysia","malay","segamat",117660
"JD-78","PRJNA631204","malaysia","malay","segamat",92772
"JD-79","PRJNA631204","malaysia","indian","segamat",110961
"JD-80","PRJNA631204","malaysia","indian","segamat",73130
"JD-81","PRJNA631204","malaysia","indian","segamat",130199
"JD-8","PRJNA631204","malaysia","indian","segamat",60711
"JD-82","PRJNA631204","malaysia","indian","segamat",89398
"JD-83","PRJNA631204","malaysia","indian","segamat",97644
"JD-84","PRJNA631204","malaysia","indian","segamat",95928
"JD-85","PRJNA631204","malaysia","indian","segamat",129001
"JD-86","PRJNA631204","malaysia","indian","segamat",70662
"JD-87","PRJNA631204","malaysia","indian","segamat",86441
"JD-88","PRJNA631204","malaysia","indian","segamat",67376
"JD-89","PRJNA631204","malaysia","indian","segamat",84521
"JD-90","PRJNA631204","malaysia","indian","segamat",106224
"JD-91","PRJNA631204","malaysia","indian","segamat",108679
"JD-9","PRJNA631204","malaysia","indian","segamat",56432
"JD-92","PRJNA631204","malaysia","indian","segamat",100845
"JD-93","PRJNA631204","malaysia","indian","segamat",73417
"JD-94","PRJNA631204","malaysia","indian","segamat",79401
"JD-95","PRJNA631204","malaysia","indian","segamat",87747
"JD-96","PRJNA631204","malaysia","indian","segamat",51725
"JD-97","PRJNA631204","malaysia","indian","segamat",66451
"JD-98","PRJNA631204","malaysia","indian","segamat",89267
"JD-99","PRJNA631204","malaysia","indian","segamat",76042
